1,0,1,0,0,0,0,0.6608,0.49129
0,1,-0,1,1,0,1,0.11754,0.1736
1,0,0,0,1,0,0.32289,0.11083,0.16755
0,0,1,1,1,0,0.32372,0.11083,0.16755
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
200.5,136.19,133.39,133.39,0,0,0,0,0
236.57,100.12,95.47,95.47,0,0,0,0,0
0,0,0,0,0,0,0,0,0
6.6263,73.041,6.626,201.61,0,0,0,0,0
42.135,37.533,309.01,37.533,0,0,0,0,0
209.13,211.23,142.02,337.01,0,0,0,0,0
280.7,139.65,406.48,135,0,0,0,0,0
341.6,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,1,1,0,0,0,0,0
2,1,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,3,3,3,0,0,0,0,0
