1,0,1,0,0,0,0,0.25,0.25
0,1,0,1,1,0,1,0.25,0.25
1,0,0,0,1,0,0.21418,0.25,0.25
0,0,1,1,1,0,0.20743,0.25,0.25
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
164.41,135.51,129.37,129.37,0,0,0,0,0
159.99,139.93,108.28,108.28,0,0,0,0,0
0,0,0,0,0,0,0,0,0
35.658,76.31,35.658,264.62,0,0,0,0,0
67.607,44.361,301.5,44.361,0,0,0,0,0
202.07,213.82,167.03,395.99,0,0,0,0,0
229.6,186.29,411.77,154.64,0,0,0,0,0
303.95,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,1,1,0,0,0,0,0
2,1,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,3,3,3,0,0,0,0,0
