1,0,1,0,0,0,0,0.598,0.4117
0,1,0,1,1,0,1,0.18573,0.23213
1,0,0,0,1,0,0.55742,0.10813,0.17808
0,0,1,1,1,0,0.48533,0.10813,0.17808
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
31.351,30.573,27.425,27.425,0,0,0,0,0
38.663,23.261,16.136,16.136,0,0,0,0,0
0,0,0,0,0,0,0,0,0
5.0287,13.42,5.029,46.315,0,0,0,0,0
10.279,8.169,62.555,8.169,0,0,0,0,0
38.38,45.993,34.454,75.74,0,0,0,0,0
50.943,33.43,80.69,26.305,0,0,0,0,0
75.403,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,1,1,0,0,0,0,0
2,1,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,3,3,3,0,0,0,0,0
