1,0,1,0,0,0,0,0.27591,0.25
0,1,0,1,1,0,1,0.24616,0.25
1,0,0,0,1,0,0.067784,0.23897,0.25
0,0,1,1,1,0,0.071112,0.23897,0.25
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
160,127.55,123.74,123.74,0,0,0,0,0
162.99,124.56,114.57,114.57,0,0,0,0,0
0,0,0,0,0,0,0,0,0
12.911,38.75,12.911,236.66,0,0,0,0,0
35.527,16.134,278.04,16.134,0,0,0,0,0
174.91,168.3,138.65,362.4,0,0,0,0,0
200.52,142.7,394.61,132.71,0,0,0,0,0
301.2,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,1,1,0,0,0,0,0
2,1,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,3,3,3,0,0,0,0,0
