1,1,0,0,1,0,0,0,0.68292,0.52482
0,0,1,0,0,1,0,1,0.073795,0.11301
0,0,0,1,0,1,0,0.687,0.079788,0.11927
0,0,0,0,0,1,0,0.35587,0.073795,0.11301
0,0,0,0,1,1,0,0.59843,0.089698,0.12989
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0
2.4093,2.409,2.409,2.409,7.781,0,0,0,0,0
96.569,33.482,35.696,33.482,39.2,0,0,0,0,0
34.094,34.094,37.886,34.094,34.094,0,0,0,0,0
30.271,21.866,21.866,21.866,21.866,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8.166,8.166,119.01,870.75,8.166,0,0,0,0,0
16.436,16.436,4.47,960.22,14.087,0,0,0,0,0
35.11,881.2,23.145,14.726,116,0,0,0,0,0
100.49,946.59,150.81,902.55,69.8,0,0,0,0,0
12.575,12.575,123.42,875.16,17.947,0,0,0,0,0
115,51.917,42.167,995.7,55.287,0,0,0,0,0
71.204,917.3,63.031,50.82,152.09,0,0,0,0,0
132.76,970.45,174.68,926.42,93.665,0,0,0,0,0
162.49,1440,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,1,2,1,1,0,0,0,0,0
1,1,1,1,2,0,0,0,0,0
2,1,3,1,1,0,0,0,0,0
2,1,3,1,1,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0
1,0,2,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0
0,3,3,3,3,0,0,0,0,0
