1,0,1,0,0,0,0.66064,0.49096
0,1,0,1,0,1,0.16968,0.25452
1,0,0,1,0,0.40434,0.16968,0.25452
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0
42.384,17.405,17.405,0,0,0,0,0
50.34,26.434,26.434,0,0,0,0,0
0,0,0,0,0,0,0,0
9.0751,74.882,9.075,0,0,0,0,0
23.553,19.588,58.386,0,0,0,0,0
53.459,94.287,28.48,0,0,0,0,0
75.893,48.022,86.82,0,0,0,0,0
110.73,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0
2,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,3,0,0,0,0,0
