1,0,1,0,0,0,0,0.25001,0.25
0,1,-0,1,1,0,1,0.25,0.25
1,0,0,0,1,0,0.11517,0.25,0.25
0,0,1,1,1,0,0.11711,0.25,0.25
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
66.076,63.932,59.613,59.613,0,0,0,0,0
73.281,56.727,52.483,52.483,0,0,0,0,0
0,0,0,0,0,0,0,0,0
7.3067,12.698,7.307,114.78,0,0,0,0,0
12.87,7.135,131.43,7.135,0,0,0,0,0
75.382,78.63,68.92,176.4,0,0,0,0,0
88.151,65.862,185.91,61.618,0,0,0,0,0
135.68,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,1,1,0,0,0,0,0
2,1,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,3,3,3,0,0,0,0,0
