1,0,0,0,0,0,0.35923,0.33333
0,1,1,1,0,1,0.32321,0.33333
1,0,0,1,0,0.047475,0.31756,0.33333
0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0
194.97,138.76,129.39,0,0,0,0,0
170.8,162.94,160.43,0,0,0,0,0
0,0,0,0,0,0,0,0
7.7483,59.23,318.77,0,0,0,0,0
41.663,25.315,25.315,0,0,0,0,0
204.72,199.99,450.16,0,0,0,0,0
214.46,190.25,187.75,0,0,0,0,0
351.58,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0
1,2,1,0,0,0,0,0
2,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,3,3,0,0,0,0,0
