1,0,0,1,0,0,0,0.25,0.25
0,1,1,0,0.49732,0,1,0.25,0.25
1,0,0,0,1,0,0.37403,0.25,0.25
0,0,1,1,1,0,0,0.25,0.25
0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0
29.989,38.976,24.135,24.135,0,0,0,0,0
37.706,31.258,28.185,28.185,0,0,0,0,0
0,0,0,0,0,0,0,0,0
5.2163,8.631,62.091,5.216,0,0,0,0,0
10.208,3.639,3.639,58.348,0,0,0,0,0
37.205,49.607,88.226,31.352,0,0,0,0,0
49.914,36.898,33.824,88.533,0,0,0,0,0
78.213,1440,1440,1440,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,1,1,0,0,0,0,0
2,1,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,3,3,3,0,0,0,0,0
